Id,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,HeatingQC,BsmtExposure,BsmtFinType1,BsmtFinType2,RoofMatl,Foundation,Heating,Electrical,MasVnrType,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,CentralAir,SalePrice
702,7,5,3,3,3,3,3,0,0,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.3133561643835616,168.0,0,0,1164,1164,1164,0,0,1,140000
222,6,5,4,3,4,3,5,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,1010,1010,1010,1257,0,1,200000
114,6,5,3,4,4,3,3,1,4,2,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.3133561643835616,184.0,35,869,905,1809,2259,0,0,1,217000
549,5,7,3,4,3,3,3,0,1,2,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,180,645,0,825,825,0,0,1,125000
1074,6,6,3,3,3,3,3,0,3,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.3133561643835616,140.0,535,0,155,690,698,728,0,1,159500
175,6,5,3,3,4,2,3,0,4,1,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.09075342465753425,132.0,1398,208,0,1606,1651,0,0,1,184000
515,5,5,3,3,3,3,2,0,0,0,0.9837328767123288,0.09931506849315068,0.005136986301369863,0.9169520547945206,0.5796232876712328,0.0,0,0,768,768,789,0,0,0,96500
1351,5,5,3,3,3,3,3,0,1,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.3133561643835616,368.0,500,0,748,1248,1338,1296,0,1,200000
1146,5,6,3,3,3,3,5,0,0,0,0.9837328767123288,0.09931506849315068,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,1042,1042,1042,534,0,1,149000
966,6,5,4,3,4,3,5,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,783,783,783,701,0,1,178900
937,7,5,4,3,4,3,5,0,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.005136986301369863,0.0,833,0,343,1176,1200,0,0,1,184900
286,7,5,4,3,4,3,5,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,625,625,625,625,0,1,164700
1311,7,8,4,4,4,3,3,2,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,1406,0,496,1902,1902,0,0,1,335000
343,3,4,3,3,0,0,2,0,0,0,0.9837328767123288,0.017123287671232876,0.003424657534246575,0.059075342465753425,0.3133561643835616,340.0,0,0,0,0,1040,0,0,0,87500
1166,7,5,4,3,4,3,5,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.09075342465753425,268.0,0,0,1502,1502,1502,0,0,1,233170
32,5,6,3,3,3,3,4,0,0,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,1228,1228,1228,0,0,1,149350
874,5,7,4,3,3,3,4,0,2,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,375,0,457,832,1036,0,232,1,133000
211,5,6,3,3,3,3,3,0,2,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.059075342465753425,0.5796232876712328,0.0,468,0,396,864,864,0,0,0,98000
925,6,6,3,4,4,3,3,0,3,1,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.3133561643835616,157.0,625,1061,0,1686,1686,0,0,1,207500
406,4,4,3,3,3,3,5,0,3,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,1116,0,165,1281,1620,0,0,1,150000
771,5,5,3,3,4,3,3,2,5,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,685,0,173,858,858,0,0,1,134900
382,7,5,4,3,4,4,5,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,1293,1293,1301,0,0,1,187750
890,6,4,3,3,3,3,5,0,3,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.3133561643835616,90.0,1024,0,481,1505,1505,0,0,1,149500
1201,4,5,3,3,3,3,4,0,0,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,864,864,864,0,0,1,116050
189,5,5,3,3,4,3,3,2,5,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.09075342465753425,275.0,1086,0,0,1086,1224,0,0,1,153337
894,5,5,3,3,4,3,3,1,3,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,1064,0,319,1383,1383,0,0,1,165000
1328,5,9,4,4,3,3,5,0,4,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,641,0,175,816,816,0,0,1,130500
421,7,5,3,4,4,4,5,3,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.3133561643835616,200.0,1309,0,35,1344,1344,0,0,1,206300
579,7,5,4,3,4,3,5,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,689,689,703,689,0,1,146000
84,5,5,3,3,3,3,4,0,0,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.01113013698630137,66.0,0,0,1065,1065,1065,0,0,1,126500
1275,5,6,3,3,3,3,5,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,661,661,661,589,0,1,139000
49,4,5,3,3,3,3,4,0,0,0,0.9837328767123288,0.09931506849315068,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,736,736,736,716,0,1,113000
156,6,5,3,3,3,3,2,0,0,0,0.9837328767123288,0.09931506849315068,0.005136986301369863,0.02054794520547945,0.5796232876712328,0.0,0,0,572,572,572,524,0,0,79000
974,7,5,4,3,4,3,5,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.005136986301369863,0.0,0,0,1428,1428,1428,0,0,1,182000
1111,6,5,3,3,4,3,4,0,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,219,0,554,773,773,885,0,1,188000
951,5,8,3,3,3,3,4,0,4,3,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,398,149,317,864,864,0,0,1,129000
1031,5,8,3,3,3,3,4,1,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,686,686,948,980,0,1,160000
1436,6,9,4,4,3,3,3,0,0,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.3133561643835616,237.0,0,0,1319,1319,1537,0,0,1,174000
1197,7,5,4,3,4,3,5,2,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,879,879,879,984,0,1,219210
1443,10,5,5,3,5,3,5,2,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.09075342465753425,160.0,765,0,252,1017,1026,981,0,1,310000
482,9,5,4,3,5,3,5,3,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.3133561643835616,562.0,1567,0,225,1792,1792,0,0,1,374000
180,5,6,4,3,3,3,3,0,0,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,968,968,968,0,0,1,100000
860,6,7,3,3,3,3,3,1,3,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.3133561643835616,220.0,619,0,435,1054,1512,1142,0,1,250000
1214,4,9,3,4,3,4,5,2,5,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,648,0,0,648,960,0,0,1,145000
584,10,9,5,5,3,3,4,0,0,0,0.9837328767123288,0.09931506849315068,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,1237,1237,1521,1254,0,1,325000
478,9,5,5,3,4,3,5,2,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.3133561643835616,772.0,0,0,2153,2153,2069,574,0,1,380000
1406,8,5,4,3,5,3,5,3,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.09075342465753425,174.0,1373,0,221,1594,1646,0,0,1,275000
1147,6,5,4,3,4,3,3,0,5,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.3133561643835616,85.0,1258,0,40,1298,1298,0,0,1,180000
1167,8,5,4,3,4,3,5,2,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.09075342465753425,72.0,0,0,1694,1694,1694,0,0,1,245350
347,6,8,3,4,3,3,3,1,3,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,498,0,460,958,958,0,0,1,151500
1215,5,5,3,3,3,3,3,2,3,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,784,0,141,925,999,0,0,1,134500
1138,5,8,3,4,3,3,4,0,0,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,780,780,780,240,0,0,94000
1366,7,5,4,3,4,3,5,0,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,533,0,281,814,814,860,0,1,216000
655,8,6,4,4,4,3,5,3,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.3133561643835616,660.0,1696,0,413,2109,2113,0,0,1,350000
989,6,6,3,3,3,3,3,0,1,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.3133561643835616,298.0,156,0,692,848,1118,912,0,1,195000
244,6,6,3,3,4,3,3,0,0,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,626,626,626,591,0,1,120000
1343,8,5,4,3,4,3,5,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.3133561643835616,149.0,0,0,1284,1284,1284,885,0,1,228500
1058,7,6,4,3,4,3,5,0,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,595,0,378,973,979,871,0,1,248000
1419,5,5,3,3,3,3,3,0,3,2,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,25,872,247,1144,1144,0,0,1,124000
1024,7,5,4,3,4,4,5,0,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.3133561643835616,14.0,16,0,1330,1346,1504,0,0,1,191000
811,6,6,3,3,3,3,2,0,4,1,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.3133561643835616,99.0,663,377,0,1040,1309,0,0,1,181000
1385,6,5,3,3,3,3,3,1,2,0,0.9837328767123288,0.09931506849315068,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,204,0,356,560,698,560,0,1,105000
627,5,5,3,3,3,3,3,0,0,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,978,978,1422,0,0,1,139900
814,6,6,3,3,3,3,4,0,2,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.3133561643835616,243.0,608,0,834,1442,1442,0,0,1,157900
840,5,6,3,3,3,3,5,0,3,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,352,0,416,768,768,432,0,1,130500
371,6,5,3,3,4,3,5,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,953,953,953,711,0,1,172400
55,5,5,3,3,3,3,3,0,4,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,384,0,0,384,1360,0,0,1,130000
535,8,5,4,3,5,4,5,2,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,707,707,707,707,0,1,178000
786,6,5,3,3,3,3,3,0,2,1,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,251,630,491,1372,1342,0,0,1,161500
313,5,7,3,3,4,3,3,1,2,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,507,0,286,793,793,325,0,1,119900
1175,6,8,3,3,4,3,3,0,2,0,0.9837328767123288,0.09931506849315068,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,503,0,449,952,1170,1175,0,1,239000
110,6,6,3,3,4,3,5,0,3,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.3133561643835616,480.0,705,0,1139,1844,1844,0,0,1,190000
431,6,5,3,3,3,3,3,0,4,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.3133561643835616,232.0,387,0,96,483,483,504,0,1,85400
101,6,7,3,3,3,3,4,1,4,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.3133561643835616,28.0,1200,0,410,1610,1610,0,0,1,205000
514,6,5,3,4,3,3,3,0,4,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,336,0,748,1084,1080,0,0,1,134000
1191,4,4,3,4,3,3,5,2,3,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.09075342465753425,149.0,1159,0,90,1249,1622,0,0,1,168000
267,6,5,3,3,4,3,4,2,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,714,0,88,802,802,709,0,1,185000
1291,5,7,3,3,3,3,3,2,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.3133561643835616,86.0,1014,0,138,1152,1152,0,0,1,180500
297,5,5,3,3,3,3,3,0,3,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.059075342465753425,0.5796232876712328,0.0,420,0,490,910,910,648,0,1,152000
507,8,5,4,3,4,3,5,0,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.3133561643835616,125.0,380,0,397,777,1065,846,0,1,215000
902,5,7,3,4,3,3,3,1,3,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,860,0,132,992,1306,0,0,1,153000
810,5,5,3,3,3,3,3,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.059075342465753425,0.5796232876712328,0.0,0,0,849,849,1075,1063,0,0,106000
378,8,5,4,3,4,3,5,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,1580,1580,1580,886,0,1,340000
287,6,7,3,3,3,3,3,0,2,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,600,0,312,912,1085,649,0,1,159000
1401,6,7,3,3,3,3,3,0,0,0,0.9837328767123288,0.09931506849315068,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,862,862,950,208,0,1,120000
1049,5,4,3,2,0,0,3,0,0,0,0.9837328767123288,0.017123287671232876,0.976027397260274,0.9169520547945206,0.3133561643835616,75.0,0,0,0,0,1771,0,0,1,115000
127,6,5,3,3,4,3,3,0,4,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,120,0,958,1078,958,0,0,1,128000
619,9,5,5,3,5,3,5,2,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.3133561643835616,452.0,48,0,1774,1822,1828,0,0,1,314813
293,5,4,3,3,3,3,4,0,1,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,292,0,476,768,1148,568,0,1,131000
528,9,5,5,3,5,3,5,2,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.09075342465753425,268.0,1330,0,122,1452,1476,1237,0,1,446261
1256,6,6,3,3,3,2,3,0,1,0,0.9837328767123288,0.09931506849315068,0.976027397260274,0.059075342465753425,0.5796232876712328,0.0,425,0,459,884,959,408,0,1,127500
483,7,8,4,3,3,3,5,0,4,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,299,0,611,910,916,910,0,1,155000
356,6,5,4,4,4,4,5,0,4,3,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,334,544,322,1200,1200,0,0,1,177500
171,5,6,3,3,3,3,3,0,2,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,360,0,360,720,854,0,528,1,128500
1196,6,5,3,3,4,3,5,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,728,728,728,728,0,1,176000
662,8,7,4,3,4,4,5,0,5,2,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.3133561643835616,528.0,1361,180,88,1629,1686,762,0,1,402000
1235,5,6,3,3,3,3,3,2,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.059075342465753425,0.5796232876712328,0.0,0,0,940,940,1024,940,0,0,130000
210,6,7,3,3,4,3,5,0,2,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.09075342465753425,260.0,787,0,305,1092,1092,0,0,1,145000
486,5,7,4,3,3,3,4,0,4,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,607,0,506,1113,1113,0,0,1,147000
141,4,5,3,3,3,3,3,0,4,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,432,0,432,864,864,0,0,1,115000
1190,7,5,3,3,3,3,4,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,994,994,1028,776,0,1,189000
944,5,4,3,3,3,3,3,2,0,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,1632,1632,1632,0,0,1,143000
622,6,7,3,3,3,3,3,0,4,2,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,956,182,384,1522,1548,1066,0,1,240000
1158,7,5,4,3,4,3,5,0,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.09075342465753425,166.0,904,0,410,1314,1314,0,0,1,230000
1323,7,5,4,3,4,3,5,0,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,674,0,76,750,1061,862,0,1,190000
705,7,5,4,3,4,3,5,2,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.3133561643835616,109.0,712,0,761,1473,1484,0,0,1,213000
1324,4,7,2,3,3,3,4,0,1,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,280,0,140,420,708,0,0,1,82500
200,8,5,4,3,5,3,5,2,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.3133561643835616,262.0,1088,0,625,1713,1713,0,0,1,274900
494,5,6,3,3,3,3,3,0,3,1,0.9837328767123288,0.4315068493150685,0.976027397260274,0.059075342465753425,0.5796232876712328,0.0,374,532,363,1269,1269,0,0,1,155000
665,8,5,4,3,5,3,5,1,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,1721,0,356,2077,2097,0,0,1,423000
1340,5,7,3,4,3,3,5,1,2,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,360,0,504,864,864,0,0,1,128500
1059,9,5,5,3,5,3,5,2,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.09075342465753425,154.0,936,0,168,1104,1130,1054,0,1,335000
1188,8,5,4,3,4,3,5,0,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,1456,0,168,1624,1624,0,0,1,262000
11,5,5,3,3,3,3,5,0,2,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,906,0,134,1040,1040,0,0,1,129500
148,7,5,4,3,4,3,5,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.3133561643835616,180.0,0,0,884,884,884,1151,0,1,222500
765,8,5,4,4,4,4,5,2,1,5,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,437,1057,0,1494,1494,0,0,1,270000
283,7,5,4,3,4,3,5,0,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.09075342465753425,166.0,904,0,410,1314,1314,0,0,1,207500
299,6,6,4,3,3,3,4,0,4,2,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.3133561643835616,365.0,384,175,143,702,1041,702,0,1,175000
919,7,5,4,3,5,3,5,1,3,5,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,48,634,422,1104,912,1215,0,1,238000
292,5,6,3,2,3,2,5,0,2,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,210,0,570,780,936,780,0,0,135900
820,7,5,4,3,4,3,5,1,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.09075342465753425,128.0,733,0,625,1358,1358,0,0,1,224000
574,7,5,3,3,4,3,5,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,384,384,774,656,0,1,170000
1455,7,5,4,3,4,3,5,0,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,410,0,811,1221,1221,0,0,1,185000
550,7,5,4,3,4,3,5,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,912,912,912,1182,0,1,263000
463,5,5,3,3,3,3,4,0,2,3,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,553,311,0,864,864,0,0,1,62383
130,5,7,3,3,3,3,3,0,2,3,0.9837328767123288,0.4315068493150685,0.976027397260274,0.059075342465753425,0.3133561643835616,85.0,567,28,413,1008,1053,0,0,1,150000
846,5,5,3,3,4,3,3,3,4,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,1390,0,0,1390,1701,0,0,1,171000
332,5,6,3,3,3,3,2,0,2,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,846,0,210,1056,1056,0,0,1,139000
324,3,8,3,4,3,3,5,0,4,0,0.9837328767123288,0.4315068493150685,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,256,0,906,1162,1163,0,0,1,126175
651,7,6,4,3,4,3,5,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.005136986301369863,0.0,0,0,813,813,822,843,0,1,205950
440,6,8,3,3,3,2,4,1,0,0,0.9837328767123288,0.09931506849315068,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,0,0,684,684,684,512,0,1,110000
799,9,5,5,3,5,3,5,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.09075342465753425,860.0,0,0,1926,1926,1966,1174,0,1,485000
136,7,6,3,3,3,3,4,0,0,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.3133561643835616,288.0,0,0,1304,1304,1682,0,0,1,174000
1453,5,5,3,3,4,3,4,3,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.3133561643835616,80.0,547,0,0,547,1072,0,0,1,145000
763,7,5,3,3,4,3,5,1,5,0,0.9837328767123288,0.4452054794520548,0.976027397260274,0.9169520547945206,0.5796232876712328,0.0,24,0,732,756,764,783,0,1,215200
